"cod_isco6","Parent","txt_isco_de","txt_isco_en","txt_isco_fr","txt_isco_it","txt_isco_rm"
24103031,93110,"Asphaltgrubenarbeiter | Asphaltgrubenarbeiterin","","Ouvrier dans une mine d'asphalte | Ouvrière dans une mine d'asphalte","Operaio di cava d'asfalto | Operaia di cava d'asfalto",""
24103032,93110,"Schottermacher | Schottermacherin","","Ouvrier d'une ballastière | Ouvrière d'une ballastière","Addetto alla produzione di ghiaia | Addetta alla produzione di ghiaia",""
24103033,81110,"Granithauer | Granithauerin","","Piqueur de granit | Piqueuse de granit","Operaio di cava (estrazione del granito) | Operaia di cava (estrazione del granito)",""
24103034,81110,"Gipsbrecher | Gipsbrecherin","","Piqueur de plâtre | Piqueuse de plâtre","Frantumatore di gesso | Frantumatrice di gesso",""
24103035,93110,"Grubenarbeiter | Grubenarbeiterin","","Ouvrier de mine (carrière, gravière, sablière) | Ouvrière de mine (carrière, gravière, sablière)","Cavatore | Cavatrice",""
24103036,93110,"Salinenarbeiter | Salinenarbeiterin","","Ouvrier de saline | Ouvrière de saline","Salinaio | Salinaia",""
24103037,81110,"Lösungsarbeiter | Lösungsarbeiterin","","Ouvrier à la dissolution (saline) | Ouvrière à la dissolution (saline)","Saliniere | Saliniera",""
24103038,93290,"Brikettierer | Brikettiererin","","Ouvrier briquetier | Ouvrière briquetière","Bricchettatore | Bricchettatrice",""
24103039,81120,"Steinmahler | Steinmahlerin","Stone grinder","Broyeur de pierres | Broyeuse de pierres","Frantumatore di pietre | Frantumatrice di pietre",""
24103040,81120,"Salzmüller | Salzmüllerin","Salter","Broyeur de sel | Broyeuse de sel","Macinatore di sale | Macinatrice di sale",""
24103041,81120,"Gipskocher | Gipskocherin","","Cuiseur de plâtre | Cuiseuse de plâtre","Fornaciaio in gesso | Fornaciaia in gesso",""
24103042,81120,"Kalkbrenner | Kalkbrennerin","","Cuiseur de chaux | Cuiseuse de chaux","Cuocitore di calce | Cuocitrice di calce",""
24103043,81120,"Gipsbrenner | Gipsbrennerin","","Cuiseur de plâtre | Cuiseuse de plâtre","Fornaciaio in gesso | Fornaciaia in gesso",""
24103044,81110,"Förderer | Förderin","","Wagonnier de mine | Wagonnière de mine","Estrattore (minatori e cavatori) | Estrattrice (minatori e cavatori)",""
24103045,93290,"Torfbrikettmacher | Torfbrikettmacherin","","Ouvrier à la fabrication de briquettes de tourbe | Ouvrière à la fabrication de briquettes de tourbe","Addetto alla confezione di bricchette di torba | Addetta alla confezione di bricchette di torba",""
24103046,81120,"Kiesmahler | Kiesmahlerin","","Concasseur de gravier | Concasseuse de gravier","Frantumatore di pietrisco | Frantumatrice di pietrisco",""
24103047,81110,"Wässerer | Wässerin","","Salinier | Salinière","Addetto alla marezzatura (estrazione di minerali) | Addetta alla marezzatura (estrazione di minerali)",""
24103048,81110,"Tonhauer | Tonhauerin","","Piqueur d'argile | Piqueuse d'argile","Cavatore di argilla | Cavatrice di argilla",""
24103049,81110,"Abteufarbeiter | Abteufarbeiterin","","Mineur de carrière | Mineuse de carrière","Escavatore | Escavatrice",""
24103050,21460,"Bergbauexperte | Bergbauexpertin","","Expert de l'industrie minière | Experte de l'industrie minière","Esperto minerario | Esperta mineraria",""
24103051,81110,"Kieswerkmaschinist | Kieswerkmaschinistin","Gravel plant engineer","Machiniste de gravière","Macchinista di cava di ghiaia",""
24103052,13220,"Kieswerkmeister | Kieswerkmeisterin","","Chef de gravière | Cheffe de gravière","Capo cava di ghiaia",""
24201001,71130,"Bausteinhauer | Bausteinhauerin","Building stone cutter","Tailleur de pierres de construction | Tailleuse de pierres de construction","Tagliatore di pietre da costruzione | Tagliatrice di pietre da costruzione",""
24201002,71130,"Steinrichter | Steinrichterin","","Equarrisseur de pierres | Equarrisseuse de pierres","Tagliapietre",""
24201003,71130,"Steinmetz | Steinmetzin","Stonemason","Marbrier | Marbrière","Marmista",""
24201004,13232,"Steinmetzmeister HFP | Steinmetzmeisterin HFP","","Marbrier, maître EPS | Marbrière, maître EPS","Marmista, maestro EPS | Marmista, maestra EPS",""
24201006,71130,"Steinhauer, Weichgestein | Steinhauerin, Weichgestein","","Tailleur de pierre, pierre tendre | Tailleuse de pierre, pierre tendre","Scalpellino, pietra molle | Scalpellina, pietra molle",""
24201007,31210,"Steinhauerpolier | Steinhauerpolierin","","Contremaître tailleur de pierres | Contremaîtresse tailleuse de pierres","Caposcalpellino | Caposcalpellina",""
24201008,31210,"Steinmetzpolier | Steinmetzpolierin","","Contremaître marbrier | Contremaîtresse marbrière","Capomarmista",""
24201009,71130,"Steinbossierer | Steinbossiererin","","Dégrossisseur de pierres | Dégrossisseuse de pierres","Sbozzatore di pietre | Sbozzatrice di pietre",""
24201010,71130,"Scharrierer, Steinmetz | Scharriererin, Steinmetzin","","Equarrisseur de marbre | Equarrisseuse de marbre","Sgrossatore, marmista | Sgrossatrice, marmista",""
24201011,71130,"Granitsteinrichter | Granitsteinrichterin","","Equarrisseur de granit | Equarrisseuse de granit","Scalpellino di granito | Scalpellina di granito",""
24201012,71130,"Kunststeinhauer | Kunststeinhauerin","","Equarrisseur de pierres artificielles | Equarrisseuse de pierres artificielles","Scalpellino per pietre artificiali | Scalpellina per pietre artificiali",""
24201013,71130,"Betonsteinmetz | Betonsteinmetzin","","Tailleur de béton | Tailleuse de béton","Tagliatore di calcestruzzo | Tagliatrice di calcestruzzo",""
24201014,71130,"Grenzsteinhauer | Grenzsteinhauerin","","Tailleur de bornes | Tailleuse de bornes","Tagliatore di pietre terminali | Tagliatrice di pietre terminali",""
24201015,71130,"Marksteinhauer | Marksteinhauerin","","Tailleur de bornes | Tailleuse de bornes","Squadratore di pietre terminali | Squadratrice di pietre terminali",""
24201016,71130,"Plattensteinmetz | Plattensteinmetzin","","Tailleur de dalles de pierre | Tailleuse de dalles de pierre","Tagliatore di lastre | Tagliatrice di lastre",""
24201017,71130,"Sandsteinhauer | Sandsteinhauerin","","Tailleur de grès | Tailleuse de grès","Tagliapietre di arenaria",""
24201018,71130,"Granitsteinmetz | Granitsteinmetzin","","Tailleur de granit | Tailleuse de granit","Scalpellino di granito | Scalpellina di granito",""
24201019,71130,"Sandsteinmetz | Sandsteinmetzin","","Tailleur de molasse | Tailleuse de molasse","Scalpellino di pietra arenaria | Scalpellina di pietra arenaria",""
24201020,71130,"Maschinensteinhauer | Maschinensteinhauerin","","Tailleur de pierres à la machine | Tailleuse de pierres à la machine","Tagliatore a macchina (lavorazione della pietra) | Tagliatrice a macchina (lavorazione della pietra)",""
24201021,71130,"Schleifsteinhauer | Schleifsteinhauerin","","Tailleur de pierres à aiguiser | Tailleuse de pierres à aiguiser","Lavorante di pietre coti",""
24201022,71130,"Kunststeinmetz | Kunststeinmetzin","","Tailleur de pierres artificielles | Tailleuse de pierres artificielles","Tagliatore di pietre artificiali | Tagliatrice di pietre artificiali",""
24201023,71130,"Bordsteinhauer | Bordsteinhauerin","","Tailleur de pierres de bordure | Tailleuse de pierres de bordure","Tagliatore di pietre per bordure | Tagliatrice di pietre per bordure",""
24201024,71130,"Bausteinmetz | Bausteinmetzin","","Tailleur de pierres de construction | Tailleuse de pierres de construction","Scalpellino di pietre da costruzione | Scalpellina di pietre da costruzione",""
24201025,71130,"Bruchsteinhauer | Bruchsteinhauerin","","Tailleur de pierres de taille | Tailleuse de pierres de taille","Tagliapietre di cava",""
24201026,71130,"Massivsteinmetz | Massivsteinmetzin","","Tailleur de pierres massives (pierres de taille) | Tailleuse de pierres massives (pierres de taille)","Sbozzatore in grezzo | Sbozzatrice in grezzo",""
24201027,71130,"Natursteinhauer | Natursteinhauerin","","Tailleur de pierres naturelles | Tailleuse de pierres naturelles","Scalpellino di pietre naturali | Scalpellina di pietre naturali",""
24201028,71130,"Grabsteinmetz | Grabsteinmetzin","","Tailleur de pierres tombales | Tailleuse de pierres tombales","Scalpellino figurista di lapidi | Scalpellina figurista di lapidi",""
24201029,93110,"Steinmetzgehilfe | Steinmetzgehilfin","","Aide-marbrier | Aide-marbrière","Aiuto marmista",""
24201030,71130,"Natursteinhauermeister | Natursteinhauermeisterin","","Maître tailleur de pierres naturelles | Maître tailleuse de pierres naturelles","Maestro scalpellino di pietre naturali | Maestra scalpellina di pietre naturali",""
24201031,71130,"Steinbearbeiter | Steinbearbeiterin","Stone cutter","Ouvrier sur pierre | Ouvrière sur pierre","Pietrista",""
24201032,71130,"Steinhauer, Granit | Steinhauerin, Granit","","Tailleur de pierre, granit | Tailleuse de pierre, granit","Scalpellino, lavorazione del granito | Scalpellina, lavorazione del granito",""
24201033,71130,"Steinmetz-Steinschleifer | Steinmetzin-Steinschleiferin","","Tailleur de pierres, polisseur | Tailleuse de pierres, polisseuse","Scalpellino lucidatore | Scalpellina lucidatrice",""
24201034,71130,"Grabsteinhauer | Grabsteinhauerin","","Tailleur de pierres tombales | Tailleuse de pierres tombales","Scalpellatore di lapidi | Scalpellatrice di lapidi",""
24201035,71130,"Natursteinbearbeiter | Natursteinbearbeiterin","Natural stone cutter","Ouvrier tailleur de pierre | Ouvrière tailleuse de pierre","Scalpellino (pietre naturali) | Scalpellina (pietre naturali)",""
24201036,71130,"Pflastersteinhauer | Pflastersteinhauerin","","Tailleur de pavés | Tailleuse de pavés","Squadratore di lastre-selciatore | Squadratrice di lastre-selciatore",""
24201037,71130,"Marmorsteinmetz | Marmorsteinmetzin","","Marbrier | Marbrière","Marmista",""
24201038,71130,"Pflastersteinmetz | Pflastersteinmetzin","","Tailleur de pavés | Tailleuse de pavés","Scalpellino di pietre da pavimentazione | Scalpellina di pietre da pavimentazione",""
24201039,71130,"Steinhauer | Steinhauerin","Stone carver","Tailleur de pierre | Tailleuse de pierre","Scalpellino taglia pietre | Scalpellina taglia pietre",""
24201040,71130,"Steinmetz | Steinmetzin","Stonemason","Marbrier | Marbrière","Scalpellino | Scalpellina",""
24201041,71130,"Steinwerker | Steinwerkerin","","Ouvrier sur pierre | Ouvrière sur pierre","Scalpellino da laboratorio | Scalpellina da laboratorio",""
24201042,13232,"Steinmetzmeister | Steinmetzmeisterin","","Marbrier, maître | Marbrière, maître","Marmista, maestro | Marmista, maestra",""
24201043,71130,"Pflastersteinhauer | Pflastersteinhauerin","","Tailleur de pavés | Tailleuse de pavés","Cubettista",""
24201044,71130,"Marmorist EFZ | Marmoristin EFZ","","Marbrier CFC | Marbrière CFC","Marmista AFC",""
24201045,71130,"Steinmetz EFZ | Steinmetzin EFZ","","Tailleur de pierre CFC | Tailleuse de pierre CFC","Scalpellino AFC | Scalpellina AFC",""
24201046,71130,"Steinwerker EFZ | Steinwerkerin EFZ","","Marbrier du bâtiment CFC | Marbrière du bâtiment CFC","Operatore della pietra AFC | Operatrice della pietra AFC",""
24201047,71130,"Handwerker in der Denkmalpflege, eidg. FA, Naturstein | Handwerkerin in der Denkmalpflege, eidg. FA, Naturstein","","Artisan en conservation des monum. historiques, brev. féd. EP, pierre naturelle | Artisane en conservation des monum. historiques, brev. féd. EP, pierre naturelle","Artigiano addetto alla conservazione dei monumenti storici APF, pietra naturale | Artigiana addetta alla conservazione dei monumenti storici APF, pietra naturale",""
24202001,71130,"Steinfliesenmacher | Steinfliesenmacherin","","Fabricant de dalles de pierres | Fabricante de dalles de pierres","Mattonellista",""
24202002,71130,"Steinschleifer | Steinschleiferin","Stone polisher","Polisseur de pierres | Polisseuse de pierres","Lucidatore di pietre | Lucidatrice di pietre",""
24202003,71130,"Handschleifer | Handschleiferin","","Meuleur à la main | Meuleuse à la main","Levigatore a mano | Levigatrice a mano",""
24202004,71130,"Steinschleifer, Weichgestein | Steinschleiferin, Weichgestein","","Polisseur de pierres, pierre tendre | Polisseuse de pierres, pierre tendre","Lucidatore di pietre, pietra molle | Lucidatrice di pietre, pietra molle",""
24202005,71130,"Steinschleifer, Granit | Steinschleiferin, Granit","","Polisseur de pierres, granit | Polisseuse de pierres, granit","Lucidatore di pietre, granito | Lucidatrice di pietre, granito",""
24202006,71130,"Abschleifer (Steinbearbeitung) | Abschleiferin (Steinbearbeitung)","","Meuleur de pierre | Meuleuse de pierre","Lucidatore di pietre | Lucidatrice di pietre",""
24202007,71130,"Steinpolierer | Steinpoliererin","","Polisseur de pierres | Polisseuse de pierres","Lucidatore di pietre | Lucidatrice di pietre",""
24202008,71130,"Alabasterdreher | Alabasterdreherin","","Tourneur d'albâtre | Tourneuse d'albâtre","Tornitore d'alabastro | Tornitrice d'alabastro",""
24202009,71130,"Schiefersteindreher | Schiefersteindreherin","","Tourneur d'ardoise | Tourneuse d'ardoise","Tornitore d'ardesia | Tornitrice d'ardesia",""
24202010,71130,"Marmordreher | Marmordreherin","","Tourneur sur marbre | Tourneuse sur marbre","Tornitore su marmo | Tornitrice su marmo",""
24202011,71130,"Steindreher | Steindreherin","","Tourneur sur pierre | Tourneuse sur pierre","Tornitore su pietra | Tornitrice su pietra",""
24202012,71130,"Schiefermüller | Schiefermüllerin","","Broyeur d'ardoise | Broyeuse d'ardoise","Frantumatore d'ardesia | Frantumatrice d'ardesia",""
24202013,71130,"Schleifscheibenmacher | Schleifscheibenmacherin","","Ouvrier à la fabrication de disques à meule | Ouvrière à la fabrication de disques à meule","Fabbricante di dischi da mola",""
24202014,71130,"Steinfräser | Steinfräserin","Stone miller (shaper)","Fraiseur de pierres | Fraiseuse de pierres","Fresatore di pietre | Fresatrice di pietre",""
24202015,71130,"Alabasterschleifer | Alabasterschleiferin","","Meuleur d'albâtre | Meuleuse d'albâtre","Levigatore di alabastro | Levigatrice di alabastro",""
24202016,71130,"Schieferschleifer | Schieferschleiferin","","Meuleur d'ardoise | Meuleuse d'ardoise","Levigatore di ardesia | Levigatrice di ardesia",""
24202017,71130,"Betonsteinschleifer | Betonsteinschleiferin","","Meuleur de béton | Meuleuse de béton","Levigatore di calcestruzzo | Levigatrice di calcestruzzo",""
24202018,71130,"Asbestzementschleifer | Asbestzementschleiferin","","Meuleur de ciment d'amiante | Meuleuse de ciment d'amiante","Levigatore di cemento d'amianto | Levigatrice di cemento d'amianto",""
24202019,71130,"Granitschleifer | Granitschleiferin","","Meuleur de granit | Meuleuse de granit","Levigatore di granito | Levigatrice di granito",""
24202020,71130,"Marmorschleifer | Marmorschleiferin","","Meuleur de marbre | Meuleuse de marbre","Lucidatore di marmo | Lucidatrice di marmo",""
24202022,71130,"Kunststeinschleifer | Kunststeinschleiferin","","Meuleur de pierre artificielle | Meuleuse de pierre artificielle","Lucidatore di pietre artificiali | Lucidatrice di pietre artificiali",""
24202023,71130,"Natursteinschleifer | Natursteinschleiferin","","Meuleur de pierres naturelles | Meuleuse de pierres naturelles","Lucidatore di pietre naturali | Lucidatrice di pietre naturali",""
24202024,71130,"Grabsteinschleifer | Grabsteinschleiferin","","Meuleur de pierres tombales | Meuleuse de pierres tombales","Levigatore di lapidi | Levigatrice di lapidi",""
24202025,71130,"Rundschleifer | Rundschleiferin","Circular stone grinder","Meuleur en rond | Meuleuse en rond","Lucidatore a roteria | Lucidatrice a roteria",""
